LSOA11CD,LSOA21CD,CHGIND
E01000296,E01000296,U
E01000298,E01000298,U
E01000125,E01033913,S
E01000125,E01033914,S
E01000127,E01000127,U
E01000128,E01000128,U
E01000129,E01000129,U
E01000131,E01000131,U
E01000134,E01000134,U
E01000198,E01000198,U
E01000199,E01000199,U
E01000204,E01000204,U
E01000259,E01000259,U
E01000260,E01000260,U
E01000126,E01000126,U
E01000151,E01000151,U
E01000152,E01000152,U
E01000153,E01000153,U
E01000154,E01000154,U
E01000176,E01000176,U
E01000178,E01000178,U
E01000184,E01000184,U
E01000297,E01000297,U
E01000316,E01000316,U
E01000319,E01000319,U
E01000196,E01000196,U
E01000200,E01000200,U
E01000201,E01000201,U
E01000202,E01000202,U
E01000203,E01000203,U
E01000177,E01000177,U
E01000179,E01000179,U
E01000180,E01000180,U
E01000181,E01000181,U
E01000182,E01000182,U
E01000185,E01000185,U
E01000147,E01000147,U
E01000148,E01033923,S
E01000148,E01033924,S
E01000155,E01033916,S
E01000155,E01033921,S
E01000155,E01033922,S
E01033572,E01033915,S
E01033572,E01033919,S
E01033572,E01033920,S
E01033572,E01033925,S
E01033573,E01033917,S
E01014483,E01014483,U
E01014484,E01014484,U
E01014473,E01014473,U
E01014474,E01014474,U
E01014475,E01035207,S
E01014475,E01035208,S
E01014476,E01014476,U
E01014435,E01014435,U
E01014436,E01014436,U
E01014437,E01014437,U
E01014438,E01014438,U
E01014455,E01014455,U
E01014456,E01014456,U
E01021296,E01034356,S
E01014457,E01014457,U
E01014458,E01014458,U
E01014391,E01014391,U
E01014392,E01014392,U
E01014452,E01014452,U
E01021296,E01034357,S
E01014453,E01014453,U
E01028013,E01028013,U
E01021297,E01021297,U
E01014454,E01014454,U
E01021279,E01021279,U
E01028014,E01028014,U
E01022542,E01022542,U
E01021299,E01021299,U
E01014459,E01014459,U
E01028015,E01028015,U
E01021301,E01021301,U
E01022543,E01022543,U
E01021280,E01021280,U
E01014460,E01014460,U
E01028016,E01028016,U
E01021303,E01021303,U
E01032843,E01032843,U
E01032844,E01032844,U
E01032851,E01034714,S
E01032851,E01034713,S
E01022470,E01022470,U
E01022471,E01022471,U
E01022494,E01022494,U
E01022523,E01022523,U
E01022524,E01022524,U
E01022525,E01022525,U
E01022526,E01034715,S
E01022526,E01034716,S
E01022527,E01022527,U
E01022566,E01022566,U
E01022567,E01022567,U
E01022568,E01022568,U
E01022570,E01022570,U
E01032840,E01034717,S
E01032840,E01034718,S
E01032841,E01032841,U
E01022502,E01022502,U
E01022506,E01022506,U
E01022507,E01022507,U
E01032842,E01032842,U
E01032847,E01032847,U
E01022481,E01022481,U
E01022482,E01022482,U
E01022503,E01022503,U
E01032845,E01032845,U
E01032846,E01032846,U
E01022484,E01022484,U
E01022485,E01022485,U
E01022486,E01022486,U
E01022487,E01022487,U
E01022569,E01022569,U
E01022548,E01022548,U
E01022549,E01022549,U
E01022550,E01022550,U
E01022551,E01022551,U
E01022552,E01022552,U
E01022528,E01022528,U
E01022529,E01022529,U
E01022530,E01022530,U
E01022531,E01022531,U
E01022475,E01022475,U
E01022476,E01022476,U
E01022480,E01022480,U
E01022504,E01022504,U
E01021307,E01021307,U
E01014415,E01014415,U
E01021308,E01021308,U
E01021281,E01021281,U
E01014416,E01014416,U
E01014417,E01014417,U
E01021282,E01021282,U
E01014387,E01014387,U
E01021309,E01021309,U
E01021283,E01021283,U
E01014388,E01014388,U
E01028046,E01028046,U
E01021312,E01021312,U
E01021284,E01021284,U
E01028047,E01028047,U
E01021265,E01021265,U
E01014389,E01014389,U
E01021285,E01021285,U
E01028048,E01028048,U
E01021267,E01021267,U
E01014390,E01014390,U
E01021300,E01021300,U
E01028049,E01028049,U
E01028050,E01028050,U
E01028008,E01028008,U
E01028009,E01028009,U
E01028010,E01028010,U
E01028011,E01028011,U
E01028012,E01028012,U
E01028022,E01028022,U
E01028055,E01028055,U
E01028056,E01028056,U
E01028058,E01028058,U
E01028059,E01028059,U
E01028017,E01028017,U
E01028018,E01028018,U
E01028019,E01028019,U
E01028020,E01028020,U
E01028021,E01028021,U
E01028057,E01028057,U
E01028065,E01028065,U
E01028066,E01028066,U
E01028068,E01028068,U
E01028060,E01028060,U
E01028061,E01028061,U
E01028062,E01028062,U
E01028067,E01028067,U
E01028040,E01033769,M
E01028041,E01033769,M
E01028043,E01028043,U
E01028063,E01028063,U
E01028064,E01028064,U
E01028006,E01028006,U
E01028007,E01028007,U
E01028033,E01028033,U
E01028037,E01028037,U
E01028038,E01028038,U
E01028039,E01028039,U
E01028051,E01028051,U
E01028052,E01028052,U
E01028053,E01028053,U
E01028054,E01028054,U
E01028042,E01028042,U
E01028044,E01028044,U
E01028045,E01028045,U
E01021269,E01021269,U
E01021310,E01021310,U
E01021270,E01021270,U
E01021311,E01021311,U
E01021272,E01021272,U
E01021326,E01021326,U
E01014431,E01014431,U
E01021271,E01021271,U
E01021328,E01021328,U
E01014432,E01014432,U
E01021302,E01021302,U
E01022553,E01022553,U
E01014433,E01014433,U
E01021304,E01021304,U
E01022554,E01022554,U
E01014434,E01014434,U
E01021305,E01021305,U
E01022555,E01022555,U
E01014385,E01014385,U
E01021306,E01021306,U
E01022556,E01022556,U
E01014386,E01014386,U
E01021273,E01021273,U
E01022560,E01022560,U
E01014419,E01014419,U
E01022493,E01022493,U
E01021275,E01021275,U
E01014446,E01014446,U
E01022536,E01022536,U
E01021276,E01021276,U
E01014447,E01014447,U
E01022537,E01022537,U
E01021277,E01021277,U
E01014382,E01014382,U
E01022557,E01022557,U
E01021278,E01034354,S
E01014383,E01014383,U
E01022558,E01022558,U
E01021278,E01034355,S
E01014384,E01014384,U
E01022559,E01022559,U
E01021266,E01021266,U
E01014418,E01014418,U
E01022488,E01022488,U
E01021268,E01021268,U
E01014379,E01035209,S
E01022489,E01022489,U
E01021318,E01021318,U
E01014379,E01035210,S
E01022499,E01022499,U
E01021320,E01021320,U
E01014442,E01014442,U
E01022500,E01022500,U
E01021321,E01021321,U
E01014443,E01014443,U
E01022513,E01022513,U
E01021286,E01021286,U
E01014444,E01014444,U
E01022472,E01022472,U
E01014445,E01014445,U
E01021288,E01021288,U
E01022473,E01022473,U
E01014393,E01014393,U
E01021289,E01021289,U
E01022520,E01022520,U
E01014394,E01014394,U
E01021290,E01021290,U
E01022521,E01022521,U
E01021291,E01021291,U
E01022522,E01022522,U
E01021287,E01021287,U
E01022490,E01022490,U
E01021292,E01021292,U
E01022491,E01022491,U
E01021293,E01021293,U
E01022492,E01022492,U
E01021298,E01021298,U
E01022546,E01034708,S
E01021319,E01021319,U
E01022546,E01034709,S
E01021313,E01021313,U
E01022546,E01034710,S
E01021314,E01021314,U
E01022547,E01022547,U
E01021315,E01021315,U
E01022495,E01022495,U
E01021316,E01021316,U
E01022496,E01034711,S
E01021317,E01021317,U
E01022496,E01034712,S
E01021322,E01021322,U
E01022497,E01022497,U
E01021323,E01021323,U
E01022498,E01022498,U
E01021324,E01021324,U
E01021325,E01021325,U
E01022539,E01022539,U
E01021327,E01021327,U
E01022540,E01022540,U
E01021294,E01021294,U
E01021295,E01021295,U
E01022505,E01022505,U
E01022467,E01022467,U
E01022468,E01022468,U
E01022469,E01022469,U
E01022561,E01022561,U
E01022562,E01022562,U
E01022515,E01022515,U
E01022516,E01022516,U
E01022517,E01022517,U
E01022518,E01022518,U
E01022519,E01022519,U
E01022474,E01022474,U
E01022477,E01022477,U
E01022478,E01022478,U
E01022479,E01022479,U
E01022509,E01022509,U
E01022514,E01022514,U
E01022563,E01022563,U
E01022564,E01022564,U
E01022565,E01022565,U
E01022510,E01022510,U
E01022511,E01022511,U
E01022512,E01022512,U
E01032848,E01032848,U
E01032849,E01032849,U
E01032850,E01032850,U
E01022532,E01022532,U
E01022533,E01022533,U
E01022534,E01022534,U
E01022535,E01022535,U
E01028000,E01028000,U
E01028024,E01028024,U
E01028025,E01028025,U
E01028026,E01028026,U
E01028027,E01028027,U
E01028028,E01028028,U
E01027999,E01027999,U
E01028005,E01028005,U
E01028031,E01028031,U
E01028032,E01028032,U
E01028035,E01028035,U
E01028023,E01028023,U
E01028034,E01028034,U
E01028036,E01028036,U
E01028001,E01028001,U
E01028002,E01028002,U
E01028003,E01028003,U
E01028004,E01028004,U
E01028029,E01028029,U
E01028030,E01028030,U
E01014439,E01014439,U
E01014440,E01014440,U
E01014441,E01014441,U
E01014448,E01014448,U
E01014449,E01014449,U
E01014450,E01014450,U
E01014451,E01014451,U
E01014420,E01014420,U
E01014421,E01014421,U
E01014422,E01014422,U
E01014423,E01014423,U
E01014469,E01014469,U
E01014470,E01014470,U
E01014471,E01014471,U
E01014472,E01014472,U
E01014424,E01014424,U
E01014425,E01014425,U
E01014426,E01014426,U
E01017540,E01017540,U
E01017541,E01017541,U
E01017544,E01017544,U
E01017545,E01017545,U
E01017464,E01017464,U
E01017465,E01017465,U
E01017503,E01017503,U
E01017504,E01017504,U
E01017546,E01017546,U
E01017547,E01017547,U
E01017478,E01017478,U
E01017479,E01017479,U
E01017480,E01017480,U
E01017481,E01017481,U
E01017528,E01017528,U
E01017495,E01017495,U
E01017496,E01017496,U
E01017542,E01017542,U
E01017543,E01017543,U
E01033431,E01033431,U
E01033432,E01034412,S
E01033432,E01034413,S
E01017453,E01017453,U
E01017454,E01017454,U
E01017455,E01017455,U
E01017456,E01017456,U
E01017457,E01017457,U
E01017458,E01017458,U
E01017529,E01017529,U
E01017530,E01017530,U
E01017531,E01017531,U
E01017532,E01017532,U
E01014399,E01014399,U
E01014400,E01014400,U
E01014401,E01014401,U
E01014402,E01035205,S
E01014402,E01035206,S
E01014403,E01014403,U
E01014404,E01014404,U
E01014395,E01014395,U
E01014396,E01014396,U
E01014397,E01014397,U
E01014398,E01014398,U
E01014409,E01014409,U
E01014410,E01014410,U
E01014411,E01014411,U
E01014477,E01014477,U
E01014478,E01014478,U
E01014479,E01014479,U
E01014480,E01014480,U
E01014465,E01014465,U
E01014466,E01014466,U
E01014467,E01014467,U
E01014468,E01014468,U
E01014370,E01014370,U
E01014371,E01014371,U
E01014372,E01014372,U
E01014412,E01014412,U
E01014413,E01014413,U
E01014414,E01014414,U
E01014427,E01014427,U
E01014428,E01014428,U
E01014429,E01014429,U
E01014430,E01014430,U
E01014405,E01014405,U
E01014407,E01014407,U
E01033080,E01033080,U
E01014373,E01014373,U
E01014374,E01014374,U
E01014375,E01014375,U
E01014376,E01014376,U
E01014377,E01014377,U
E01033078,E01033078,U
E01033079,E01033079,U
E01014461,E01014461,U
E01014462,E01014462,U
E01014463,E01014463,U
E01014464,E01014464,U
E01014380,E01014380,U
E01014381,E01014381,U
E01014481,E01014481,U
E01014482,E01014482,U
E01009122,E01009122,U
E01009129,E01009129,U
E01009132,E01009132,U
E01009136,E01009136,U
E01009457,E01009457,U
E01009459,E01009459,U
E01009461,E01009461,U
E01009463,E01009463,U
E01009235,E01009235,U
E01009243,E01009243,U
E01009245,E01009245,U
E01009246,E01009246,U
E01009247,E01009247,U
E01000403,E01000403,U
E01017533,E01017533,U
E01009226,E01009226,U
E01009229,E01009229,U
E01009230,E01009230,U
E01009231,E01009231,U
E01009001,E01009001,U
E01009003,E01009003,U
E01009456,E01009456,U
E01009458,E01009458,U
E01009460,E01009460,U
E01009462,E01009462,U
E01009234,E01009234,U
E01009236,E01009236,U
E01009244,E01009244,U
E01009248,E01009248,U
E01009403,E01009403,U
E01009404,E01009404,U
E01009405,E01009405,U
E01009406,E01009406,U
E01009407,E01009407,U
E01009439,E01009439,U
E01009441,E01009441,U
E01009442,E01009442,U
E01009443,E01009443,U
E01009123,E01009123,U
E01009124,E01009124,U
E01009125,E01009125,U
E01009232,E01009232,U
E01009002,E01009002,U
E01009006,E01009006,U
E01009007,E01009007,U
E01033632,E01034915,S
E01033632,E01034916,S
E01009237,E01009237,U
E01000369,E01000369,U
E01009238,E01009238,U
E01009240,E01009240,U
E01009241,E01009241,U
E01009242,E01009242,U
E01000444,E01000444,U
E01017473,E01034421,S
E01017534,E01017534,U
E01000370,E01000370,U
E01000447,E01000447,U
E01000404,E01000404,U
E01017488,E01017488,U
E01000371,E01000371,U
E01000448,E01000448,U
E01000405,E01000405,U
E01000408,E01000408,U
E01000332,E01000332,U
E01000402,E01000402,U
E01000406,E01000406,U
E01000407,E01000407,U
E01000334,E01000334,U
E01000417,E01000417,U
E01000419,E01000419,U
E01000420,E01000420,U
E01000442,E01000442,U
E01000437,E01000437,U
E01000438,E01000438,U
E01000439,E01000439,U
E01000440,E01000440,U
E01000441,E01000441,U
E01000373,E01000373,U
E01000429,E01000429,U
E01000430,E01000430,U
E01000431,E01000431,U
E01000432,E01033789,S
E01000432,E01033790,S
E01000433,E01000433,U
E01000434,E01000434,U
E01000356,E01000356,U
E01000357,E01000357,U
E01000359,E01000359,U
E01000421,E01000421,U
E01000450,E01000450,U
E01000451,E01000451,U
E01000452,E01000452,U
E01000367,E01000367,U
E01000368,E01000368,U
E01000372,E01000372,U
E01000380,E01000380,U
E01000435,E01000435,U
E01000353,E01000353,U
E01000354,E01000354,U
E01000355,E01000355,U
E01000358,E01000358,U
E01000436,E01000436,U
E01000401,E01000401,U
E01000453,E01000453,U
E01000454,E01000454,U
E01000455,E01000455,U
E01000456,E01000456,U
E01000325,E01000325,U
E01000326,E01000326,U
E01017474,E01017474,U
E01017489,E01017489,U
E01000360,E01000360,U
E01017475,E01017475,U
E01000449,E01000449,U
E01017490,E01017490,U
E01000362,E01000362,U
E01017491,E01017491,U
E01000351,E01000351,U
E01017476,E01017476,U
E01000365,E01000365,U
E01017492,E01017492,U
E01000443,E01000443,U
E01017477,E01017477,U
E01000366,E01000366,U
E01017493,E01017493,U
E01000445,E01000445,U
E01017509,E01017509,U
E01000394,E01000394,U
E01017459,E01017459,U
E01000446,E01000446,U
E01017510,E01017510,U
E01000388,E01000388,U
E01017460,E01017460,U
E01000461,E01000461,U
E01017511,E01017511,U
E01000392,E01000392,U
E01017461,E01034414,S
E01000339,E01000339,U
E01000409,E01000409,U
E01017512,E01017512,U
E01017461,E01034415,S
E01000344,E01000344,U
E01017505,E01017505,U
E01017461,E01034416,S
E01000411,E01000411,U
E01000423,E01000423,U
E01017506,E01017506,U
E01017461,E01034417,S
E01000414,E01000414,U
E01000425,E01000425,U
E01017507,E01017507,U
E01017462,E01017462,U
E01000415,E01000415,U
E01000463,E01000463,U
E01017508,E01017508,U
E01017463,E01017463,U
E01000327,E01000327,U
E01000424,E01000424,U
E01017513,E01017513,U
E01017482,E01017482,U
E01000328,E01000328,U
E01000426,E01000426,U
E01017514,E01017514,U
E01017483,E01017483,U
E01000329,E01000329,U
E01000427,E01000427,U
E01017515,E01017515,U
E01017484,E01017484,U
E01000330,E01000330,U
E01000457,E01000457,U
E01017516,E01034422,S
E01017485,E01017485,U
E01000331,E01000331,U
E01000462,E01000462,U
E01017516,E01034423,S
E01017497,E01017497,U
E01000340,E01000340,U
E01000382,E01000382,U
E01017516,E01034424,S
E01017498,E01017498,U
E01000395,E01000395,U
E01000384,E01000384,U
E01017517,E01017517,U
E01017499,E01017499,U
E01000396,E01000396,U
E01000387,E01000387,U
E01017486,E01034427,S
E01017500,E01017500,U
E01000410,E01000410,U
E01000412,E01000412,U
E01000413,E01000413,U
E01000374,E01000374,U
E01000375,E01000375,U
E01000376,E01000376,U
E01000377,E01000377,U
E01000378,E01033791,S
E01000378,E01033792,S
E01000379,E01000379,U
E01000348,E01000348,U
E01000349,E01000349,U
E01000361,E01000361,U
E01000363,E01000363,U
E01000389,E01000389,U
E01000390,E01000390,U
E01000393,E01000393,U
E01000346,E01000346,U
E01000347,E01000347,U
E01000350,E01000350,U
E01000352,E01000352,U
E01000391,E01000391,U
E01000341,E01000341,U
E01000342,E01000342,U
E01000343,E01000343,U
E01000345,E01000345,U
E01000460,E01000460,U
E01000364,E01000364,U
E01000428,E01000428,U
E01017501,E01017501,U
E01000458,E01000458,U
E01000459,E01000459,U
E01017502,E01017502,U
E01000381,E01000381,U
E01017524,E01017524,U
E01000383,E01000383,U
E01017525,E01017525,U
E01000385,E01000385,U
E01017526,E01017526,U
E01000386,E01000386,U
E01017527,E01017527,U
E01000398,E01000398,U
E01017466,E01017466,U
E01000399,E01000399,U
E01017467,E01017467,U
E01000400,E01000400,U
E01017468,E01017468,U
E01032566,E01032566,U
E01017469,E01034418,S
E01009417,E01009417,U
E01017469,E01034419,S
E01017470,E01017470,U
E01017471,E01017471,U
E01017535,E01017535,U
E01017536,E01017536,U
E01017537,E01017537,U
E01017538,E01017538,U
E01017539,E01017539,U
E01017518,E01017518,U
E01017519,E01017519,U
E01017520,E01017520,U
E01017521,E01017521,U
E01017522,E01017522,U
E01017523,E01017523,U
E01017472,E01017472,U
E01017473,E01034420,S
E01009430,E01009430,U
E01017486,E01034428,S
E01009418,E01009418,U
E01009468,E01009468,U
E01017486,E01034429,S
E01009419,E01009419,U
E01009445,E01009445,U
E01017487,E01017487,U
E01009433,E01009433,U
E01009446,E01009446,U
E01017548,E01034434,S
E01009415,E01009415,U
E01009447,E01009447,U
E01017548,E01034433,S
E01009422,E01009422,U
E01009448,E01009448,U
E01017548,E01034430,S
E01009423,E01009423,U
E01009452,E01009452,U
E01017549,E01017549,U
E01009425,E01009425,U
E01009455,E01009455,U
E01017550,E01034431,S
E01009416,E01009416,U
E01009432,E01009432,U
E01017550,E01034432,S
E01009420,E01009420,U
E01009435,E01009435,U
E01017551,E01034425,S
E01009426,E01009426,U
E01009437,E01009437,U
E01017551,E01034426,S
E01009429,E01009429,U
E01009431,E01009431,U
E01009421,E01009421,U
E01009424,E01009424,U
E01009427,E01009427,U
E01009428,E01009428,U
E01017552,E01017552,U
E01017553,E01017553,U
E01017554,E01017554,U
E01000466,E01000466,U
E01000467,E01000467,U
E01000468,E01000468,U
E01000469,E01000469,U
E01000416,E01000416,U
E01000418,E01000418,U
E01000422,E01000422,U
E01000464,E01000464,U
E01000465,E01000465,U
E01000470,E01000470,U
E01000333,E01000333,U
E01000335,E01000335,U
E01000336,E01000336,U
E01000337,E01000337,U
E01000338,E01000338,U
E01009444,E01009444,U
E01009454,E01009454,U
E01009221,E01009221,U
E01009464,E01009464,U
E01009465,E01009465,U
E01009467,E01009467,U
E01009220,E01009220,U
E01009222,E01009222,U
E01009224,E01009224,U
E01009233,E01009233,U
E01009449,E01009449,U
E01009451,E01009451,U
E01009453,E01009453,U
E01009466,E01009466,U
E01009471,E01009471,U
E01009135,E01009135,U
E01009469,E01009469,U
E01009470,E01009470,U
E01009472,E01009472,U
E01009473,E01009473,U
E01009474,E01009474,U
E01009127,E01009127,U
E01009128,E01009128,U
E01009130,E01009130,U
E01009131,E01009131,U
E01009133,E01009133,U
E01009134,E01009134,U
E01009137,E01009137,U
E01009434,E01009434,U
E01009436,E01009436,U
E01009438,E01009438,U
E01009440,E01009440,U
E01009450,E01009450,U
E01009223,E01009223,U
E01009225,E01009225,U
E01009227,E01009227,U
E01009228,E01009228,U
E01009121,E01034913,S
E01009121,E01034914,S
E01009005,E01009005,U
E01009009,E01009009,U
E01009098,E01009098,U
E01009100,E01009100,U
E01009105,E01009105,U
E01009126,E01009126,U
